parameter file: /home/dodo/projects/aDNA_Comparative_Analysis/notebooks/par.smartpca
### THE INPUT PARAMETERS
##PARAMETER NAME: VALUE
genotypename: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.geno
snpname: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.snp
indivname: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.ind
evecoutname: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.pca.evec
evaloutname: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.pca.eval
numoutevec: 10
## smartpca version: 18140
norm used

lsqproject used
snps deleted (nodata): 0.  deletesnpoutname: for detailsnumber of samples used: 50 number of snps used: 50
number of pops for axes: 37
Using 31 threads, and partial sum lookup algorithm.
 snp           rs59986066 ignored . allelecnt:     0  missing:    48
 snp           rs11260588 ignored . allelecnt:     0  missing:    37
 snp            rs7540009 ignored . allelecnt:     0  missing:    33
 snp           rs11807848 ignored . allelecnt:     0  missing:    44
 snp            rs9442380 ignored . allelecnt:     0  missing:    41
 snp            rs6670693 ignored . allelecnt:     0  missing:    38
 snp            rs9659213 ignored . allelecnt:     0  missing:    44
 snp            rs3813199 ignored . allelecnt:     0  missing:    33
 snp          rs113791678 ignored . allelecnt:     0  missing:    32
 snp            rs3766186 ignored . allelecnt:     0  missing:    44
total number of snps killed in pass: 10  used: 40
REMOVED outlier I24542_d iter 1 evec 4 sigmage 6.349 pop: Belize_4600BP
number of samples after outlier removal: 49
total number of snps killed in pass: 12  used: 38
mpstats:     0.054    0.582    1.664    2.768760

## Tracy-Widom statistics: rows: 49  cols: 40
  #N    eigenvalue  difference    twstat      p-value effect. n
   1      7.264190          NA     0.929    0.0535703    21.053
   2      5.848048   -1.416142     0.474    0.0971147    22.363
   3      4.773682   -1.074366    -0.070     0.181064    23.337
   4      4.580391   -0.193291     1.580    0.0205602    23.869
   5      3.486352   -1.094039     0.604    0.0825144    26.634
   6      2.559019   -0.927334    -1.539     0.586066    28.312
   7      2.186687   -0.372332    -2.278     0.798747    27.787
   8      2.061576   -0.125110    -1.920     0.702669    26.660
   9      1.921382   -0.140194    -1.579     0.598834    25.761
  10      1.742510   -0.178872    -1.445     0.556327    25.113
  11      1.429560   -0.312950    -2.436     0.835079    24.564
  12      1.332811   -0.096749    -2.197     0.778609    23.161
  13      1.206236   -0.126575    -2.191     0.776979    21.881
  14      1.036546   -0.169691    -2.674     0.881964    20.554
  15      0.976855   -0.059690    -2.340     0.813605    18.842
  16      0.918133   -0.058723    -1.915      0.70133    17.295
  17      0.842040   -0.076093    -1.541     0.586723    16.003
  18      0.777438   -0.064601    -0.891      0.38361    14.970
  19      0.644733   -0.132705    -0.824     0.363907    14.601
  20      0.518529   -0.126204    -0.933     0.396105    14.314
  21      0.412837   -0.105693    -1.140     0.459518    13.863
  22      0.326762   -0.086075    -1.448     0.557367    13.095
  23      0.290295   -0.036467    -0.959      0.40394    11.881
  24      0.257462   -0.032833    -0.014      0.17069    11.227
  25      0.157998   -0.099464    -0.785     0.352845    12.936
  26      0.113996   -0.044002    -1.272      0.50104    12.676
  27      0.105523   -0.008473    -0.278     0.223849    11.402
  28      0.066490   -0.039032    -0.816     0.361621    12.779
  29      0.049670   -0.016820    -0.836     0.367545    12.460
  30      0.037171   -0.012499        NA           NA        NA
  31      0.025611   -0.011560        NA           NA        NA
  32      0.019201   -0.006410        NA           NA        NA
  33      0.013465   -0.005736        NA           NA        NA
  34      0.007962   -0.005503        NA           NA        NA
  35      0.004220   -0.003742        NA           NA        NA
  36      0.002965   -0.001256        NA           NA        NA
  37      0.001422   -0.001542        NA           NA        NA
  38      0.000231   -0.001191        NA           NA        NA
    kurtosis           snps    indivs
   B      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
   B      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
   B      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
   C      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
   C      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
   D      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
   E      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
   E      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
   E      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
   E      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
   G      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
   G      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
   I      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
   I      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
   I      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
   I      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
   I      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
   I      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
   I      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
   J      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
   J      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
   J      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
   J      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
   J      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
   M      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
   M      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
   M      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
   R      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
   R      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
   T      0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0

eigenvector 1:means
Cuba_CanimarAbajo_Archaic     -0.457
Malawi_Fingira_LSA_6000BP     -0.172
Malawi_Fingira_LSA_6000BP_noUDG     -0.139
China_AmurRiver_EarlyN     -0.122
  Czech_IA_Hallstatt     -0.103
Russia_Samara_EBA_Yamnaya     -0.065
  China_AmurRiver_BA     -0.064
Bahamas_SouthAndros_Ceramic     -0.053
England_N_Megalithic     -0.052
            Turkey_N     -0.038
Jordan_PPNC_1d.rel.I1699     -0.037
    Iran_GanjDareh_N     -0.037
   Israel_Natufian_d     -0.030
    Iraq_PPNA_contam     -0.028
        Bulgaria_EIA     -0.018
     Israel_Natufian     -0.017
         Jordan_PPNC     -0.017
         Jordan_PPNB     -0.016
Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc     -0.014
England_MIA_LIA_o1_lc     -0.011
Israel_MLBA_o_brother.I2200     -0.009
       Belize_4600BP      0.000
     Bulgaria_LIA_lc      0.000
    Albania_BA_IA_lc      0.000
Greece_Delphi_BA_Mycenaean      0.014
      Jordan_PPNB_lc      0.020
           Iraq_PPNA      0.022
  Jordan_PPNB_contam      0.024
Dominican_ElSoco_Ceramic      0.031
Albania_EarlyModern_oCaucasus      0.036
  Armenia_Aknashen_N      0.064
England_BellBeaker_highEEF      0.066
England_BellBeaker_highWHG      0.075
 Armenia_MasisBlur_N      0.172
Israel_Natufian_contam      0.204
Russia_Uelen_OldBeringSea      0.223
     Montenegro_MLBA      0.724
## Anova statistics for population differences along each eigenvector:
                                              p-value
                  eigenvector_1_overall_   5.31171e-07 +++
 Cuba_CanimarAbajo_Archaic minv:    -0.457      Montenegro_MLBA maxv:     0.724
eigenvector_1_China_AmurRiver_EarlyN_Greece_Delphi_BA_Mycenaean_     0.0499809 
eigenvector_1_China_AmurRiver_EarlyN_Iraq_PPNA_     0.0601325 
eigenvector_1_China_AmurRiver_EarlyN_Jordan_PPNB_    0.00371682 
eigenvector_1_China_AmurRiver_EarlyN_Jordan_PPNB_contam_     0.0379168 
eigenvector_1_China_AmurRiver_EarlyN_Jordan_PPNC_     0.0286484 
eigenvector_1_Greece_Delphi_BA_Mycenaean_Iraq_PPNA_      0.851762 
eigenvector_1_Greece_Delphi_BA_Mycenaean_Jordan_PPNB_      0.254974 
eigenvector_1_Greece_Delphi_BA_Mycenaean_Jordan_PPNB_contam_      0.802402 
eigenvector_1_Greece_Delphi_BA_Mycenaean_Jordan_PPNC_      0.370824 
    eigenvector_1_Iraq_PPNA_Jordan_PPNB_      0.151914 
eigenvector_1_Iraq_PPNA_Jordan_PPNB_contam_      0.944655 
    eigenvector_1_Iraq_PPNA_Jordan_PPNC_      0.184022 
eigenvector_1_Jordan_PPNB_Jordan_PPNB_contam_      0.107053 
  eigenvector_1_Jordan_PPNB_Jordan_PPNC_      0.948402 
eigenvector_1_Jordan_PPNB_contam_Jordan_PPNC_     0.0752061 
eigenvector 2:means
Russia_Uelen_OldBeringSea     -0.530
Russia_Samara_EBA_Yamnaya     -0.414
Cuba_CanimarAbajo_Archaic     -0.398
     Montenegro_MLBA     -0.199
China_AmurRiver_EarlyN     -0.093
           Iraq_PPNA     -0.056
Malawi_Fingira_LSA_6000BP     -0.043
  China_AmurRiver_BA     -0.035
England_N_Megalithic     -0.021
Jordan_PPNC_1d.rel.I1699     -0.017
Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc     -0.013
Greece_Delphi_BA_Mycenaean     -0.004
    Albania_BA_IA_lc     -0.000
       Belize_4600BP      0.000
     Bulgaria_LIA_lc      0.000
         Jordan_PPNC      0.001
England_MIA_LIA_o1_lc      0.002
  Jordan_PPNB_contam      0.016
Bahamas_SouthAndros_Ceramic      0.020
     Israel_Natufian      0.021
      Jordan_PPNB_lc      0.022
        Bulgaria_EIA      0.028
         Jordan_PPNB      0.037
 Armenia_MasisBlur_N      0.037
   Israel_Natufian_d      0.039
  Armenia_Aknashen_N      0.051
Israel_MLBA_o_brother.I2200      0.054
    Iran_GanjDareh_N      0.055
            Turkey_N      0.065
Malawi_Fingira_LSA_6000BP_noUDG      0.077
England_BellBeaker_highEEF      0.084
  Czech_IA_Hallstatt      0.092
Dominican_ElSoco_Ceramic      0.119
Israel_Natufian_contam      0.127
England_BellBeaker_highWHG      0.179
    Iraq_PPNA_contam      0.261
Albania_EarlyModern_oCaucasus      0.354
                  eigenvector_2_overall_   2.24297e-06 ***
 Russia_Uelen_OldBeringSea minv:    -0.530 Albania_EarlyModern_oCaucasus maxv:     0.354
eigenvector_2_China_AmurRiver_EarlyN_Greece_Delphi_BA_Mycenaean_       0.07576 
eigenvector_2_China_AmurRiver_EarlyN_Iraq_PPNA_      0.592399 
eigenvector_2_China_AmurRiver_EarlyN_Jordan_PPNB_    0.00185808 
eigenvector_2_China_AmurRiver_EarlyN_Jordan_PPNB_contam_     0.0371406 
eigenvector_2_China_AmurRiver_EarlyN_Jordan_PPNC_     0.0177147 
eigenvector_2_Greece_Delphi_BA_Mycenaean_Iraq_PPNA_      0.378435 
eigenvector_2_Greece_Delphi_BA_Mycenaean_Jordan_PPNB_      0.136639 
eigenvector_2_Greece_Delphi_BA_Mycenaean_Jordan_PPNB_contam_      0.553906 
eigenvector_2_Greece_Delphi_BA_Mycenaean_Jordan_PPNC_      0.841702 
    eigenvector_2_Iraq_PPNA_Jordan_PPNB_     0.0314108 
eigenvector_2_Iraq_PPNA_Jordan_PPNB_contam_      0.322878 
    eigenvector_2_Iraq_PPNA_Jordan_PPNC_      0.272499 
eigenvector_2_Jordan_PPNB_Jordan_PPNB_contam_       0.44001 
  eigenvector_2_Jordan_PPNB_Jordan_PPNC_      0.133232 
eigenvector_2_Jordan_PPNB_contam_Jordan_PPNC_      0.338645 
eigenvector 3:means
Russia_Uelen_OldBeringSea     -0.627
Albania_EarlyModern_oCaucasus     -0.314
Israel_Natufian_contam     -0.264
England_BellBeaker_highEEF     -0.078
Dominican_ElSoco_Ceramic     -0.058
  China_AmurRiver_BA     -0.049
Greece_Delphi_BA_Mycenaean     -0.046
  Jordan_PPNB_contam     -0.039
Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc     -0.019
         Jordan_PPNC     -0.015
      Jordan_PPNB_lc     -0.013
England_MIA_LIA_o1_lc     -0.011
     Israel_Natufian     -0.007
   Israel_Natufian_d     -0.003
     Bulgaria_LIA_lc     -0.000
       Belize_4600BP      0.000
    Albania_BA_IA_lc      0.000
England_BellBeaker_highWHG      0.000
         Jordan_PPNB      0.001
China_AmurRiver_EarlyN      0.012
    Iraq_PPNA_contam      0.018
  Armenia_Aknashen_N      0.023
Bahamas_SouthAndros_Ceramic      0.037
Malawi_Fingira_LSA_6000BP      0.039
           Iraq_PPNA      0.042
        Bulgaria_EIA      0.043
England_N_Megalithic      0.050
    Iran_GanjDareh_N      0.053
Jordan_PPNC_1d.rel.I1699      0.059
            Turkey_N      0.075
Malawi_Fingira_LSA_6000BP_noUDG      0.089
 Armenia_MasisBlur_N      0.094
Israel_MLBA_o_brother.I2200      0.098
  Czech_IA_Hallstatt      0.116
Cuba_CanimarAbajo_Archaic      0.126
Russia_Samara_EBA_Yamnaya      0.211
     Montenegro_MLBA      0.461
                  eigenvector_3_overall_    0.00770046 
 Russia_Uelen_OldBeringSea minv:    -0.627      Montenegro_MLBA maxv:     0.461
eigenvector_3_China_AmurRiver_EarlyN_Greece_Delphi_BA_Mycenaean_      0.458671 
eigenvector_3_China_AmurRiver_EarlyN_Iraq_PPNA_      0.386133 
eigenvector_3_China_AmurRiver_EarlyN_Jordan_PPNB_      0.879176 
eigenvector_3_China_AmurRiver_EarlyN_Jordan_PPNB_contam_       0.28453 
eigenvector_3_China_AmurRiver_EarlyN_Jordan_PPNC_      0.356973 
eigenvector_3_Greece_Delphi_BA_Mycenaean_Iraq_PPNA_      0.277099 
eigenvector_3_Greece_Delphi_BA_Mycenaean_Jordan_PPNB_      0.508384 
eigenvector_3_Greece_Delphi_BA_Mycenaean_Jordan_PPNB_contam_      0.928264 
eigenvector_3_Greece_Delphi_BA_Mycenaean_Jordan_PPNC_      0.587513 
    eigenvector_3_Iraq_PPNA_Jordan_PPNB_      0.598673 
eigenvector_3_Iraq_PPNA_Jordan_PPNB_contam_     0.0808338 
    eigenvector_3_Iraq_PPNA_Jordan_PPNC_     0.0397323 
eigenvector_3_Jordan_PPNB_Jordan_PPNB_contam_      0.612135 
  eigenvector_3_Jordan_PPNB_Jordan_PPNC_      0.803127 
eigenvector_3_Jordan_PPNB_contam_Jordan_PPNC_      0.387498 
eigenvector 4:means
Albania_EarlyModern_oCaucasus     -0.286
  Czech_IA_Hallstatt     -0.274
Israel_Natufian_contam     -0.211
Cuba_CanimarAbajo_Archaic     -0.152
     Montenegro_MLBA     -0.120
 Armenia_MasisBlur_N     -0.088
Dominican_ElSoco_Ceramic     -0.087
Malawi_Fingira_LSA_6000BP_noUDG     -0.073
            Turkey_N     -0.072
  Jordan_PPNB_contam     -0.053
Bahamas_SouthAndros_Ceramic     -0.040
   Israel_Natufian_d     -0.038
         Jordan_PPNC     -0.034
Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc     -0.033
Jordan_PPNC_1d.rel.I1699     -0.032
     Israel_Natufian     -0.022
         Jordan_PPNB     -0.022
Greece_Delphi_BA_Mycenaean     -0.020
China_AmurRiver_EarlyN     -0.017
     Bulgaria_LIA_lc     -0.000
       Belize_4600BP      0.000
    Albania_BA_IA_lc      0.000
England_MIA_LIA_o1_lc      0.003
      Jordan_PPNB_lc      0.009
England_BellBeaker_highEEF      0.010
  China_AmurRiver_BA      0.012
Malawi_Fingira_LSA_6000BP      0.024
           Iraq_PPNA      0.061
        Bulgaria_EIA      0.073
England_N_Megalithic      0.075
    Iran_GanjDareh_N      0.077
Russia_Samara_EBA_Yamnaya      0.109
Israel_MLBA_o_brother.I2200      0.113
  Armenia_Aknashen_N      0.156
Russia_Uelen_OldBeringSea      0.215
England_BellBeaker_highWHG      0.330
    Iraq_PPNA_contam      0.661
                  eigenvector_4_overall_   0.000647539 ***
 Albania_EarlyModern_oCaucasus minv:    -0.286     Iraq_PPNA_contam maxv:     0.661
eigenvector_4_China_AmurRiver_EarlyN_Greece_Delphi_BA_Mycenaean_      0.825795 
eigenvector_4_China_AmurRiver_EarlyN_Iraq_PPNA_     0.0825698 
eigenvector_4_China_AmurRiver_EarlyN_Jordan_PPNB_      0.930899 
eigenvector_4_China_AmurRiver_EarlyN_Jordan_PPNB_contam_      0.442502 
eigenvector_4_China_AmurRiver_EarlyN_Jordan_PPNC_      0.772881 
eigenvector_4_Greece_Delphi_BA_Mycenaean_Iraq_PPNA_     0.0140242 
eigenvector_4_Greece_Delphi_BA_Mycenaean_Jordan_PPNB_      0.954972 
eigenvector_4_Greece_Delphi_BA_Mycenaean_Jordan_PPNB_contam_      0.300419 
eigenvector_4_Greece_Delphi_BA_Mycenaean_Jordan_PPNC_      0.740935 
    eigenvector_4_Iraq_PPNA_Jordan_PPNB_      0.187771 
eigenvector_4_Iraq_PPNA_Jordan_PPNB_contam_      0.109713 
    eigenvector_4_Iraq_PPNA_Jordan_PPNC_      0.186155 
eigenvector_4_Jordan_PPNB_Jordan_PPNB_contam_      0.609342 
  eigenvector_4_Jordan_PPNB_Jordan_PPNC_      0.820339 
eigenvector_4_Jordan_PPNB_contam_Jordan_PPNC_      0.771372 
eigenvector 5:means
  Czech_IA_Hallstatt     -0.368
Russia_Uelen_OldBeringSea     -0.252
Malawi_Fingira_LSA_6000BP     -0.243
Malawi_Fingira_LSA_6000BP_noUDG     -0.234
     Montenegro_MLBA     -0.163
Bahamas_SouthAndros_Ceramic     -0.110
    Iraq_PPNA_contam     -0.108
  China_AmurRiver_BA     -0.097
    Iran_GanjDareh_N     -0.082
China_AmurRiver_EarlyN     -0.066
         Jordan_PPNB     -0.056
   Israel_Natufian_d     -0.039
      Jordan_PPNB_lc     -0.019
     Israel_Natufian     -0.017
Greece_Delphi_BA_Mycenaean     -0.001
       Belize_4600BP      0.000
     Bulgaria_LIA_lc      0.000
    Albania_BA_IA_lc      0.000
England_MIA_LIA_o1_lc      0.008
England_N_Megalithic      0.010
Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc      0.012
Israel_Natufian_contam      0.015
         Jordan_PPNC      0.018
        Bulgaria_EIA      0.047
            Turkey_N      0.047
Jordan_PPNC_1d.rel.I1699      0.057
Israel_MLBA_o_brother.I2200      0.071
  Jordan_PPNB_contam      0.079
           Iraq_PPNA      0.081
Cuba_CanimarAbajo_Archaic      0.089
  Armenia_Aknashen_N      0.133
Dominican_ElSoco_Ceramic      0.137
England_BellBeaker_highEEF      0.141
 Armenia_MasisBlur_N      0.145
England_BellBeaker_highWHG      0.187
Albania_EarlyModern_oCaucasus      0.284
Russia_Samara_EBA_Yamnaya      0.505
                  eigenvector_5_overall_     0.0151868 
   Czech_IA_Hallstatt minv:    -0.368 Russia_Samara_EBA_Yamnaya maxv:     0.505
eigenvector_5_China_AmurRiver_EarlyN_Greece_Delphi_BA_Mycenaean_     0.0264192 
eigenvector_5_China_AmurRiver_EarlyN_Iraq_PPNA_     0.0353713 
eigenvector_5_China_AmurRiver_EarlyN_Jordan_PPNB_       0.89076 
eigenvector_5_China_AmurRiver_EarlyN_Jordan_PPNB_contam_      0.280112 
eigenvector_5_China_AmurRiver_EarlyN_Jordan_PPNC_      0.307941 
eigenvector_5_Greece_Delphi_BA_Mycenaean_Iraq_PPNA_     0.0458143 
eigenvector_5_Greece_Delphi_BA_Mycenaean_Jordan_PPNB_      0.354669 
eigenvector_5_Greece_Delphi_BA_Mycenaean_Jordan_PPNB_contam_      0.364292 
eigenvector_5_Greece_Delphi_BA_Mycenaean_Jordan_PPNC_      0.741879 
    eigenvector_5_Iraq_PPNA_Jordan_PPNB_     0.0921145 
eigenvector_5_Iraq_PPNA_Jordan_PPNB_contam_      0.985252 
    eigenvector_5_Iraq_PPNA_Jordan_PPNC_      0.444141 
eigenvector_5_Jordan_PPNB_Jordan_PPNB_contam_      0.140194 
  eigenvector_5_Jordan_PPNB_Jordan_PPNC_      0.280013 
eigenvector_5_Jordan_PPNB_contam_Jordan_PPNC_      0.588419 
eigenvector 6:means
Russia_Samara_EBA_Yamnaya     -0.439
Bahamas_SouthAndros_Ceramic     -0.124
Malawi_Fingira_LSA_6000BP_noUDG     -0.108
  Czech_IA_Hallstatt     -0.105
China_AmurRiver_EarlyN     -0.083
           Iraq_PPNA     -0.079
